R,duplicates,population,mutation,elitism,alpha,evaluation,crossover_rate,repetitions,exploration,crossover_type,creation
0.204997157928238,0.0689655172413793,87,0.805120576960275,33,0.555293655684385,ucb,0.590110507486749,2,19.3711005797006,scatter,0.0406550650759028
0.139195094534546,0,47,0.690862622030281,30,0.933389138108773,thompson_optimistic,0.120980291045583,70,11.6126328022519,rectangle,0.03886523927731
0.137336156811118,0,91,0.562256251978191,83,0.114193854462468,thompson,0.00718741597677997,16,19.0549282960534,single_point,0.0447735734762346
0.147631462102994,0,91,0.715065381202927,55,0.534716638445848,thompson,0.71743350730346,21,2.53987522968609,rectangle,0.0329844626877207
0.150197489884641,0.298969072164949,97,0.0859271265315984,54,0.942001999780272,ucb,0.170199284315004,15,9.88654541473429,single_point,0.002393544277368
0.146300262817254,0.0606060606060606,33,0.969553723086664,20,0.382972762495445,thompson_optimistic,0.560983464774247,106,4.28358991456416,rectangle,0.0353349698235836
0.165502942426887,0.0217391304347826,46,0.235249602764643,34,0.944141515878019,ucb,0.924418464901985,22,7.39458309719514,scatter,0.0373184798190093
0.149450546019934,0.0229885057471264,87,0.459127769956751,73,0.000731650504821046,thompson,0.621426278466446,14,7.76361241634279,rectangle,0.0160268512978869
0.188171612448146,0.294117647058823,34,0.316984936451993,10,0.038292864888277,thompson_optimistic,0.0403249460047168,37,7.98142521015439,rectangle,0.0215790881973643
0.143061788378579,0.010752688172043,93,0.884830833706405,22,0.260631944549063,ucb,0.269122477211538,29,11.1837914880396,single_point,0.0156028958603334
0.199124776671875,0.051948051948052,77,0.526179480825619,18,0.73976083995194,ucb,0.624346453745275,3,4.08999741926531,rectangle,0.0354136585315025
0.158225514121046,0.214285714285714,28,0.0987482811020468,1,0.388724700140027,ucb,0.102336476190961,102,12.6063052288807,single_point,0.0109937798523627
0.140493701233873,0,3,0.822029365968694,0,0.432663039778401,ucb,0.646270749795201,1173,7.93841259525319,single_point,0.0240460852895689
0.154870511143079,0.238095238095238,84,0.217124825653182,37,0.6571972283654,thompson_optimistic,0.0485351398677786,46,14.9561255428999,single_point,0.041048895208131
0.142570854461744,0,97,0.588477580062412,67,0.0818666227012886,ucb,0.406010040619508,29,6.01100329935143,single_point,0.0445651292363725
0.154256072458534,0.025974025974026,77,0.794758888936687,22,0.554637909686207,thompson_optimistic,0.466929718900369,6,14.9857216890915,rectangle,0.00674494676058909
0.158550107668767,0,6,0.229043680070742,2,0.764294794386548,thompson,0.705625330362617,263,15.5550128321212,single_point,0.000984175038228774
0.143610389646345,0,85,0.138948840694309,83,0.473811052228927,ucb,0.461404892200606,7,17.531182779709,single_point,0.0199166380486075
0.131390975800038,0,18,0.107608372367664,17,0.896984446620171,thompson_optimistic,0.556301842190108,211,7.42314068617509,single_point,0.0102247009024222
0.182173652954661,0.125,16,0.494517357501858,5,0.252138537930889,thompson,0.470375517137141,111,11.076012481231,single_point,0.00891661939218626
0.14450064285959,0.125,40,0.18011268967445,15,0.0249869620079817,thompson_optimistic,0.408125485658812,57,7.73876925191365,rectangle,0.0423188615752692
0.140844230208301,0,42,0.967621211536593,21,0.674620333324655,thompson,0.729125005905642,80,17.7932903773993,scatter,0.00901890622677404
0.14581941695538,0.0208333333333334,48,0.924507873634613,26,0.189598467157168,thompson_optimistic,0.0836871059506545,50,15.2068312019615,scatter,0.0159178828931155
0.128771683491932,0,13,0.192285228377788,12,0.101403645185136,thompson,0.508439085516126,139,11.4565910970783,single_point,0.0134989099863057
0.140484688448798,0.12,50,0.0617558395305789,26,0.280260570282598,thompson_optimistic,0.672172916314046,77,2.20583743914833,rectangle,0.00254416870619765
0.13968325112595,0,14,0.719307143987316,6,0.178902747819314,ucb,0.555041634909729,203,0.579474722719138,rectangle,0.000925241752905076
0.166570199638456,0,5,0.807123582027367,4,0.364681716818581,thompson,0.187013024107599,497,3.32317167389419,single_point,0.0101493731061366
0.144870315254045,0.0103092783505154,97,0.46702770169939,43,0.72031837432236,ucb,0.80954002472126,34,17.0545806865441,scatter,0.0158539026165455
0.15549637477699,0.0897435897435898,78,0.281204464402695,29,0.81789773473444,thompson_optimistic,0.374303453495454,20,18.2680112380848,single_point,0.0412892936690233
0.147143299999186,0.0416666666666666,24,0.81828793004067,11,0.56667537419502,thompson_optimistic,0.506883907637738,87,0.0400541111612118,rectangle,0.0456515133497141
0.134128606979283,0.0510204081632653,98,0.123511282087348,0,0.234726065542214,thompson,0.505476249992185,24,11.8595215951791,single_point,0.0263275919167268
0.127631810148713,0,26,0.102104110285759,3,0.623545254981739,thompson,0.928454646296451,65,5.87101518717231,scatter,0.0404455436624539
0.134263592773405,0,25,0.425972656116282,20,0.971187103126332,thompson_optimistic,0.801027138157348,61,6.97283996708651,scatter,0.00774131248299238
0.130302064674148,0.0571428571428572,35,0.763583053674806,8,0.966574861569767,thompson_optimistic,0.505236124153684,38,13.8073052541387,single_point,0.0487332822283187
0.136901763944487,0,47,0.0740383288474472,44,0.263660257333538,ucb,0.700138070865193,52,16.0868014524938,scatter,0.0108430943426019
0.145090748759657,0.25,4,0.779394024725998,0,0.960160624492866,thompson,0.74201234790803,31,2.04756680019245,rectangle,0.0105112086148795
0.148646564308131,0.04,50,0.16600997420157,40,0.492011979157549,thompson_optimistic,0.00545497575692466,41,12.4401510734078,rectangle,0.0375105544092487
0.164011563525425,0,17,0.726001102063086,15,0.540753635896337,thompson_optimistic,0.773722773161934,154,1.06069144195185,scatter,0.00212145484162746
0.153614500133293,0.0227272727272727,44,0.772496054440836,11,0.536873956050533,thompson_optimistic,0.251227680400586,43,2.60166894859826,single_point,0.030973919143423
0.152275203346734,0,7,0.177190392745148,5,0.827706625244152,thompson,0.359174288508295,156,15.468173772583,scatter,0.0478178601724245
0.14722229565079,0.0512820512820513,39,0.823926293984091,7,0.482252121770132,ucb,0.845478974643444,27,7.7790211884391,rectangle,0.0172469154578729
0.142304417828319,0,56,0.3701727829591,50,0.93994139394517,thompson,0.81775681059532,18,14.8123384745074,single_point,0.0150291723876023
0.138270629831889,0.0202020202020202,99,0.677085567732461,25,0.662711272687199,thompson_optimistic,0.905696316539275,14,18.3077461302148,single_point,0.0250550888847398
0.158301936683781,0.156862745098039,51,0.174898363866312,14,0.243629365645997,thompson_optimistic,0.441629558719111,58,17.3575838258629,scatter,0.0138825677269433
0.176267546034255,0.0175438596491229,57,0.831056442375013,14,0.483825818051265,thompson,0.331393212447956,10,3.86573698024559,scatter,0.000516667476209348
0.162000111016473,0,21,0.573605709281784,19,0.731508199167413,thompson_optimistic,0.175457124637715,26,17.5658980308156,scatter,0.0448563662876198
0.139428609837159,0.114754098360656,61,0.163266225899756,8,0.850187659611095,thompson_optimistic,0.395875414407513,44,19.0115964345761,rectangle,0.00597681860146248
0.0980056647288929,0,6,0.834569548394107,1,0.960398604612122,ucb,0.206155291051151,77,6.72663549410084,rectangle,0.0120200088764413
0.142727371699638,0,56,0.987250711594457,52,0.400541865828723,ucb,0.206648879870487,70,14.7344646420755,scatter,0.0364060700476908
0.138432967894419,0.0101010101010101,99,0.573268943017975,51,0.566788803690507,thompson,0.997596069252897,30,11.3178502617828,rectangle,0.0339087157876602
0.142246039189795,0,39,0.727801048603616,3,0.105246435525741,thompson,0.908427678218905,58,19.8987806096349,scatter,0.0155777221072669
0.147162777816519,0.0833333333333334,12,0.370077511286863,4,0.432077101570025,ucb,0.267115694964016,271,8.97710804346423,single_point,0.0267492193336365
0.12959812461629,0,69,0.818575973756203,28,0.446999648099275,ucb,0.460562657763048,1,9.92176998425517,scatter,0.0171540067622777
0.146199099134128,0,93,0.608344208110992,48,0.0600039913018281,ucb,0.485363290365881,18,8.67111041656443,rectangle,0.0352726086908353
0.154197957013924,0,95,0.620884005337278,38,0.83931367018621,thompson_optimistic,0.36814154011555,16,9.58422715680625,scatter,0.0238703005633254
0.201448165102379,0,7,0.811936981076955,3,0.347374591494978,thompson,0.880096950677306,437,1.32500278948454,rectangle,0.0182963909892574
0.0661607623972788,0.0116279069767442,86,0.984973887345959,0,0.224217211983291,ucb,0.073340632183197,1,0.699214397726873,single_point,0.028707878400111
0.105958999660182,0.125,16,0.562191762511935,1,0.720800375143775,thompson,0.919467121568739,36,4.80402023368208,single_point,0.024747285269887
0.139036759243647,0,91,0.0787047759358463,85,0.54798604921953,ucb,0.866571937160628,15,17.9581946452917,single_point,0.0346965781198751
0.143598148710853,0,73,0.693125617738151,0,0.836474280269919,thompson,0.0798196346062751,31,6.26613469130431,single_point,0.0291809659634406
0.124428584613424,0,18,0.72732252230126,10,0.132636735277578,thompson,0.819823887901075,109,1.68158140004679,rectangle,0.0136500861806981
0.159722453689817,0.0555555555555556,18,0.546579335834404,4,0.223655062938898,thompson_optimistic,0.593608897121999,55,10.2016746352326,scatter,0.0432830580198652
0.145491696209175,0,53,0.380011125135853,29,0.934660885550924,ucb,0.101673579920492,53,2.45145092837952,single_point,0.0271586824825984
0.171970630770992,0,35,0.913243150823956,19,0.869471224599009,thompson,0.171540587467573,24,13.4159842929259,single_point,0.0373138666397351
0.13936528838662,0.0106382978723404,94,0.408277042275657,91,0.330650737728534,ucb,0.809126050556684,8,5.82458602994318,scatter,0.0346195478494847
0.195532842259308,0.0181818181818182,55,0.596604539219453,31,0.0969783431396626,thompson,0.0426586550586057,4,0.56069525540221,scatter,0.00984097735818904
0.227468114007491,0.96,25,0.199982980896297,11,0.139698651721731,thompson,0.990161348855001,1,15.3296520808174,scatter,0.0484567417756231
0.145690190126149,0,14,0.691076062050334,2,0.88481316028925,thompson_optimistic,0.389364850394478,68,18.0194441673583,single_point,0.00960458023634312
0.143591834463748,0,98,0.64650120240736,87,0.818664783071635,thompson,0.0450511411022793,37,9.37952499412903,scatter,0.0396032673164509
0.138813376754176,0.0289855072463768,69,0.8644380099559,33,0.0498992997341746,ucb,0.710520119841245,39,2.8799400232476,single_point,0.016585193663764
0.151868369714596,0,78,0.414540606023791,73,0.436547092350835,thompson,0.0724541393231471,6,12.8296877762065,scatter,0.0142956178511175
0.192607292523443,0.229166666666667,48,0.280838456293069,6,0.843303453757564,ucb,0.206281986303135,8,12.0005621879002,scatter,0.0181081163714591
0.1590993229362,0.142857142857143,14,0.359529236891425,0,0.650497329205485,thompson,0.242858906475791,198,8.86502420501193,rectangle,0.00169889020056074
0.149724290762305,0.127272727272727,55,0.428282085167238,11,0.845029411466979,thompson,0.0865947850272796,52,11.5012701563243,rectangle,0.0236923221188543
0.171359589098816,0.03,100,0.381222279535889,37,0.311943532039466,ucb,0.362406515841106,8,17.4271113818943,single_point,0.0251241351878692
0.159953800197486,0,24,0.932497813557692,13,0.469791246279497,ucb,0.276945838470926,102,18.1521693221287,scatter,0.0348999719084332
0.128966889724796,0,10,0.534125322939566,0,0.34532815611787,ucb,0.772809196081882,168,6.24184229391884,scatter,0.0224336158698945
0.135515610140966,0,19,0.69388747142344,0,0.787481494637882,thompson_optimistic,0.302388375938469,66,17.94808361279,single_point,0.0274586736066003
0.141070807486734,0,81,0.800184606465788,49,0.567310458751959,ucb,0.00209711424150483,31,6.03775514512789,rectangle,0.0438477172355412
0.141923864800505,0,94,0.110633017965115,92,0.965484775381172,ucb,0.100588522140039,15,10.470191372646,scatter,0.0162007807246247
0.138374041285987,0.0166666666666667,60,0.760941675756607,56,0.669015015934888,thompson,0.704733680738188,20,13.1128296022559,rectangle,0.0323196642855966
0.154502574163304,0.05,40,0.402217416191943,9,0.141810071585301,thompson_optimistic,0.227320454331694,70,9.16666443173598,scatter,0.0427298594114096
0.145428972651384,0,99,0.0304461591700805,54,0.594957148894771,thompson_optimistic,0.932986106615833,15,18.7405897387717,single_point,0.0239787232866584
0.154105891734551,0.101449275362319,69,0.45984041487191,22,0.891161605835803,ucb,0.0472464920815668,53,4.78888821731768,scatter,0.047358673464991
0.0951203728728045,0,7,0.797093327095065,1,0.698786359149932,ucb,0.851297308740505,313,9.46375093154405,rectangle,0.0274500315415423
0.164370062947484,0,25,0.689385994278294,13,0.784710373157888,thompson,0.267507386988898,49,6.28002371806839,single_point,0.0289950823742709
0.152106653806042,0,51,0.767025017637913,28,0.306415534972648,thompson,0.442015693307627,65,18.5861093643509,scatter,0.0245645417699682
0.141035250030357,0,70,0.151170028528322,67,0.527439108339177,thompson,0.688696817411093,10,15.0483418794805,rectangle,0.0481617390530861
0.178425633624161,0.125,24,0.812574145420956,11,0.169889450545379,thompson_optimistic,0.380758536859281,12,2.12683438419247,rectangle,0.00880643516007361
0.141911129536693,0.0161290322580645,62,0.228481652506597,39,0.10472096151248,ucb,0.488021453258422,55,17.7776178590825,rectangle,0.00493478202018532
0.156485393640933,0.0303030303030303,33,0.868573637146546,16,0.354755847455656,ucb,0.752659248491531,90,3.83455489454296,rectangle,0.0149580624582475
0.146809624853631,0,38,0.343947122363618,26,0.554408558365103,thompson_optimistic,0.113371181733536,60,16.5109246933515,rectangle,0.0145274584601317
0.14968550750728,0,10,0.13206269656226,5,0.0609066385373572,thompson_optimistic,0.492985443168004,182,1.28033165742524,rectangle,0.00103115063118999
0.141088184850532,0,43,0.471180386883588,20,0.378702302944801,thompson,0.612925456500167,50,12.4020127402011,single_point,0.0141669123642877
0.141624724342483,0,97,0.417436537354067,87,0.684039716306818,thompson,0.712984494842331,26,17.1415426582655,scatter,0.0323410673438589
0.16497715849677,0.35,40,0.1504040948226,9,0.346511005365335,ucb,0.573739298240596,1,15.5343123706051,single_point,0.0323335539352563
0.148937658173869,0,62,0.412672552359402,25,0.594329710143824,thompson,0.271046366341628,52,1.52218531489645,single_point,0.022431102616755
0.141845773066802,0.0112359550561798,89,0.427367420061561,37,0.543597154256295,thompson,0.723253595633138,33,6.22271427170857,scatter,0.00248064033045862
0.135173527330703,0.0112359550561798,89,0.945968249340013,50,0.260470279046336,thompson_optimistic,0.922698649630789,29,4.64738624136691,rectangle,0.0405080205770302
0.173251038501148,0.0857142857142857,35,0.840609768723304,9,0.736056953685647,thompson,0.545578908966922,24,8.07595846293173,single_point,0.0261597055406464
0.148286399618111,0.0136986301369864,73,0.376775147451662,39,0.0448519472695822,thompson,0.656954064446864,15,15.2208255154867,scatter,0.012262239718002
0.145910488820492,0.0109890109890109,91,0.360235357137057,55,0.839034306449619,thompson,0.962061414310182,4,18.0083372654181,scatter,0.0450920843757959
0.129918488706842,0,17,0.863469276235894,3,0.165723611395986,ucb,0.4711129623944,177,18.4137410945029,scatter,0.000903984281198272
0.139641063934704,0,84,0.558696034705583,74,0.193308823330995,ucb,0.37873996491331,14,11.0867068037841,scatter,0.00779598689029427
0.237570074123504,0.142857142857143,42,0.172051790619303,14,0.643789546120236,thompson,0.827830953520698,4,18.3298575878962,rectangle,0.0304900363357529
0.12450292808216,0,21,0.694578995984982,2,0.0316836053495287,thompson_optimistic,0.958531951459584,190,16.0052331372899,rectangle,0.0415876648136731
0.17142257735302,0,31,0.505461516808148,27,0.461271771091097,thompson_optimistic,0.0564903977517112,20,3.17362766618867,scatter,0.0215080976562457
0.139850307828576,0,57,0.695834770136515,45,0.758285648220974,thompson,0.337459868622698,25,6.96799647373951,single_point,0.0327525234691706
0.139244331361397,0,90,0.988037699130732,65,0.767422519360004,ucb,0.930636300164338,39,11.4661320483602,rectangle,0.0406657735646037
0.132357849391677,0.0175438596491229,57,0.293767304829895,2,0.000945671508554846,thompson_optimistic,0.905227741186937,61,12.1808856127383,scatter,0.00521426709703271
0.140807230690647,0,38,0.65297721187406,33,0.404135567198743,thompson_optimistic,0.0104400135619809,13,7.61377680865144,rectangle,0.016220406602687
0.144926093216802,0.0104166666666666,96,0.899333989572376,17,0.411939173486438,thompson_optimistic,0.387147952675136,34,14.2819829379236,single_point,0.0127608594707657
0.133216063997424,0,27,0.789445469136223,1,0.783188156405627,ucb,0.897841582578982,78,8.08577966509554,rectangle,0.0430326370169101
0.14305447284556,0,70,0.68117869240428,45,0.212056276624993,thompson_optimistic,0.458049317013148,41,18.2387108147097,scatter,0.0265675367065826
0.151090731217276,0,19,0.559326186612885,14,0.257026045442089,thompson,0.0861687794792301,160,12.5669531476714,single_point,0.0174593728869131
0.136015518387237,0,36,0.807036915577357,11,0.426014093583739,thompson,0.677872106591129,42,18.0404139139896,single_point,0.0423354119898317
0.171288578598169,0.0625,32,0.918454191467341,15,0.542747164010824,ucb,0.745534136366415,33,6.05191572920045,scatter,0.0479782156836191
0.228756955743268,0.210526315789474,57,0.452364311452672,6,0.780953281681721,thompson,0.0248537238983263,8,3.90565503368361,scatter,0.00227395787700924
0.154933822217049,0.0909090909090909,22,0.160528144211809,12,0.668012094113851,thompson,0.149640936300901,92,4.40845865149431,rectangle,0.046777159987966
0.20685747531691,0.0833333333333334,84,0.204346428605743,63,0.0908402541808858,thompson_optimistic,0.463096739949028,2,16.7843092493409,scatter,0.047992413501987
0.13939861309718,0.0175438596491229,57,0.829977840183066,24,0.820865853048019,thompson,0.531830948555667,38,9.75027885654859,scatter,0.0480556380914852
0.161901535930058,0,50,0.662402316257504,13,0.161163039663496,thompson_optimistic,0.692110637488066,79,4.47816718374906,single_point,0.00748426771549711
0.26610428944378,0.0459770114942529,87,0.770977171378932,26,0.752721414955015,thompson_optimistic,0.512134090315973,1,4.34358219585069,single_point,0.00764456167522958
0.149132925652643,0,38,0.545799428943597,18,0.0122095538577237,ucb,0.337805417135693,63,19.1222332717122,rectangle,0.00877392228410383
0.15326967110282,0.0273972602739726,73,0.539105276831981,32,0.547670820204342,thompson_optimistic,0.477263875713564,50,18.1189264415136,rectangle,0.0248503830174147
0.152599346603633,0.194029850746269,67,0.0934082523818377,26,0.847709864815859,thompson_optimistic,0.392806707408063,56,12.698484026466,scatter,0.00238282455623689
0.151134578741263,0.0212765957446809,47,0.291216959781719,33,0.236477889753068,ucb,0.361171556698391,43,17.9800574225476,single_point,0.00360280182033921
0.126241880893297,0.0769230769230769,13,0.295439182520743,0,0.537942594922471,ucb,0.395205025714623,107,5.0401355962018,scatter,0.00622030180517851
0.146581558995974,0,81,0.857076792029714,51,0.554480462159667,ucb,0.996578931219556,20,7.34847251256082,scatter,0.0144468668606545
0.137957298005408,0,99,0.619436453552016,10,0.986789759594087,thompson,0.489318050182658,20,7.63615072814572,scatter,0.0414009600483245
0.156149971846122,0.0714285714285714,14,0.433292644069812,2,0.0847242833060552,ucb,0.148136720121997,267,10.7386335749184,single_point,0.0191303775099546
0.303909004698655,0.2,35,0.324950465946811,13,0.940855377812215,ucb,0.674791262314542,3,19.3266561796999,scatter,0.0113684378464823
0.138385627408027,0,12,0.959588458228444,9,0.517975553104381,thompson,0.875949493621024,278,8.02642226359492,rectangle,0.0202975315737188
0.137739252602145,0.118421052631579,76,0.285500511237751,8,0.00621258317648832,ucb,0.204956590298792,28,5.34367924037313,single_point,0.0344833139117669
0.130371014994877,0,7,0.924191299227906,1,0.770649631660896,ucb,0.326962777866261,310,16.5202992105251,scatter,0.0358774334374496
0.196266272790073,0,7,0.0292059930431223,3,0.908968418852232,thompson_optimistic,0.738824742359754,523,18.8403097282609,rectangle,0.0397503239498481
0.143725106019707,0,8,0.783336018445633,2,0.176066068047305,thompson,0.108838418061793,151,17.7600773850591,single_point,0.0239265871392262
0.160057056971259,0.150684931506849,73,0.334132952926238,19,0.175598144848947,thompson_optimistic,0.298204579778205,20,0.189422625377309,rectangle,0.0306902430428051
0.156656775935309,0,87,0.730633994808948,7,0.952340405170986,ucb,0.307942784882542,9,11.583543633076,scatter,0.00444575483807089
0.138911698992774,0,47,0.148888846417021,34,0.925699820947498,thompson_optimistic,0.742514202894487,52,2.25636819452705,scatter,0.00456368297706095
0.178953163396432,0.0128205128205128,78,0.317246521478334,63,0.188388994103363,thompson,0.0966683104925253,2,1.17982073154588,scatter,0.0228132684003925
0.155421187926287,0.136363636363636,66,0.251339145257698,29,0.802934928535,thompson_optimistic,0.256553864085104,59,14.0406806968284,rectangle,0.0483505889833136
0.136941180480324,0.0114942528735632,87,0.405462472622243,23,0.837657806294524,thompson_optimistic,0.587699528343508,31,12.9539896561935,rectangle,0.0318333217186751
0.137272334619238,0.0357142857142857,28,0.672490574414775,25,0.93373377714246,ucb,0.324704124056792,115,9.44110976233455,single_point,0.0178189221071933
0.140002661379748,0.0512820512820513,78,0.584752690089161,7,0.560266250644738,thompson_optimistic,0.87932193596534,3,5.14494781685336,scatter,0.00181865082951876
0.13398193972498,0,66,0.222890165974969,0,0.176238773236398,thompson,0.691908053344412,47,2.29602958461107,single_point,0.0264768377235007
0.129481828501594,0.0121951219512195,82,0.339964180803494,2,0.348045872404795,ucb,0.854789972171111,47,4.54331147134751,single_point,0.0311645530989378
0.136742327441958,0.0101010101010101,99,0.897981503806539,34,0.63059571994059,thompson,0.768589684572408,22,17.0197779868021,single_point,0.027678685705668
0.13924432387355,0,72,0.527327425746589,62,0.729335076871474,thompson_optimistic,0.117335397265677,30,1.13034813393508,scatter,0.00833821594138295
0.140865540752806,0.125,8,0.0749996241725616,0,0.575195560776983,thompson_optimistic,0.113570409467119,283,4.17747754730352,single_point,0.0326266309353335
0.14075594621119,0,46,0.878777197057821,27,0.946136234143359,thompson,0.866549260369043,33,2.34184773719773,single_point,0.0164208053764055
0.148069104743044,0,20,0.750891802113469,15,0.0450497700618367,thompson_optimistic,0.608611227760821,114,14.0133513067866,rectangle,0.00549981357296996
0.14343449249782,0,64,0.55701454189721,15,0.625611365786468,ucb,0.315106970232997,55,4.23816770204907,rectangle,0.036312839333234
0.143618558499123,0,47,0.313853064832513,39,0.644231417639787,thompson,0.536695929088734,62,16.7745649182663,scatter,0.0326910383981991
0.156764977410089,0.0185185185185185,54,0.986161285172664,35,0.565560170939987,thompson_optimistic,0.283466221888193,61,7.44435039214493,single_point,0.0359288746503127
0.157662236346985,0,10,0.323981215206347,8,0.125047263042266,thompson,0.681041008594655,301,1.77781845259033,single_point,0.00203084274555217
